No.,Alloy,Tg,Tx,Tl,GFA,Ref.,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,Y
1,Cu60Zr33Ti7,740.0,768.0,1191.0,3.0,1,0.621326616,28.0,0.64483627,1.65916445,3.17623191,0.39772139,0.66834593,1.70288248,0.38901238,0.19709941,0.40632976,0.96364331,0.65778495,0.48559812,0.06208426,0.11580012,0.69185558,3.0
2,Cu54Ag6Zr33Ti7,709.0,738.0,1135.0,6.0,1,0.624669604,29,0.65022026,1.66557228,3.31987387,0.40021692,0.67577093,1.73239437,0.39548578,0.19172413,0.40950347,0.97618369,0.66396500,0.48018953,0.06807512,0.13045575,0.70132159,6.0
3,Cu46.4Ag11.6Zr35Ti7,689.0,732.0,1119.0,6.0,1,0.615728329,43,0.65415550,1.67813762,3.36750596,0.40486726,0.69258266,1.70232558,0.41410433,0.17908869,0.41869260,1.00167230,0.67447150,0.46761965,0.10000000,0.19781797,0.73100983,6.0
4,Cu44.25Ag14.75Zr35Ti6,693.0,730.0,1112.0,8.0,1,0.623201439,37,0.65647482,1.67659249,3.46680464,0.40443213,0.68974820,1.74224344,0.40987973,0.18144803,0.41639522,0.99886954,0.67388637,0.46992935,0.08830549,0.17571476,0.72302158,8.0
5,Cu44.25Ag14.75Zr36Ti5,700.0,734.0,1115.0,10.0,1,0.627802691,34,0.65829596,1.67637412,3.53951819,0.40440771,0.68878924,1.76867470,0.40735743,0.18232861,0.41535965,0.99752626,0.67412422,0.47075333,0.08192771,0.16395588,0.71928251,10.0
6,Cu49Hf42Al9,778.0,863.0,1249.0,10.0,2,0.622898319,85,0.69095276,1.73215282,4.50625520,0.42575234,0.75900721,1.83227176,0.45385172,0.13386947,0.44886364,1.08038388,0.72139195,0.42235382,0.18046709,0.44383742,0.82706165,10.0
7,Cu47Zr11Ni8Ti34,671.0,717.0,1160.0,3.0,3,0.578448276,46,0.61810345,1.64700267,2.45151313,0.39158930,0.65775862,1.46625767,0.39429165,0.20291097,0.40649973,0.94599253,0.64260448,0.49088358,0.09406953,0.15727978,0.69741379,3.0
8,Cu60Zr30Ti10,713.0,750.0,1151.0,4.0,3,0.619461338,37,0.65160730,1.67135475,3.32553902,0.40236052,0.68375326,1.71232877,0.40576562,0.18564521,0.41399264,0.98966407,0.66879467,0.47415795,0.08447489,0.16405993,0.71589922,4.0
9,Cu60Hf25Ti15,730.0,795.0,1160.0,4.0,3,0.629310345,65,0.68534483,1.71835144,4.35616438,0.42063492,0.74137931,1.84883721,0.44530371,0.14575222,0.43989770,1.06585814,0.71107135,0.43415411,0.15116279,0.35616438,0.79741379,4.0
10,(Cu60Zr30Ti10)98Y2,707.0,757.0,1122.0,5.0,3,0.630124777,50,0.67468806,1.70084614,4.01725652,0.41388737,0.71925134,1.82409639,0.43143194,0.16084975,0.42948377,1.04038422,0.69617498,0.44923843,0.12048193,0.26534059,0.76381462,5.0
11,(Cu60Zr30Ti10)90Be10,720.0,762.0,1130.0,5.0,3,0.637168142,42,0.67433628,1.69550147,4.05127599,0.41189189,0.71150442,1.85853659,0.42440467,0.16650351,0.42494715,1.03199644,0.69228625,0.45475255,0.10243902,0.22329868,0.74867257,5.0
12,(Cu60Zr30Ti10)99Sn1,730.0,776.0,1155.0,5.0,3,0.632034632,46,0.67186147,1.69504833,3.94372080,0.41167109,0.71168831,1.82588235,0.42565729,0.16618584,0.42568617,1.03118311,0.69131298,0.45454116,0.10823529,0.23377726,0.75151515,5.0
13,Cu55Ag5Zr30Ti10,704.0,733.0,1149.0,3.0,41,0.612706701,29,0.63794604,1.65389988,2.98187870,0.39557474,0.66318538,1.64719101,0.38830471,0.20058767,0.40488842,0.95677103,0.65227014,0.48912371,0.06516854,0.11797337,0.68842472,3.0
14,Cu50Ag10Zr30Ti10,694.0,726.0,1130.0,4.0,41,0.614159292,32,0.64247788,1.66026880,3.08697677,0.39802632,0.67079646,1.66513761,0.39555153,0.19495795,0.40840517,0.96943949,0.65823643,0.48349264,0.07339450,0.13606509,0.69911504,4.0
15,Cu45Ag15Zr30Ti10,687.0,717.0,1121.0,5.0,41,0.612845674,30,0.63960749,1.65651380,3.01795780,0.39657080,0.66636931,1.65207373,0.39164686,0.19820324,0.40642002,0.96224272,0.65468668,0.48673925,0.06912442,0.12627438,0.69313113,5.0
16,Cu40Ag20Zr30Ti10,677.0,708.0,1125.0,3.0,41,0.601777778,31,0.62933333,1.64756803,2.75644808,0.39289678,0.65688889,1.58035714,0.38719228,0.20482734,0.40316421,0.94786062,0.64556309,0.49330871,0.06919643,0.12069194,0.68444444,3.0
17,Cu35Ag25Zr30Ti10,677.0,706.0,1138.0,2.0,41,0.594903339,29,0.62038664,1.63773938,2.56109611,0.38898072,0.64586995,1.53145336,0.37913610,0.21291800,0.39859002,0.93036922,0.63597983,0.50130556,0.06290672,0.10520083,0.67135325,2.0
18,Cu45Ni5Ag10Zr30Ti10,710.0,738.0,1160.0,5.0,41,0.612068966,28,0.63620690,1.65150559,2.94231935,0.39465241,0.66034483,1.64000000,0.38549080,0.20270133,0.40358272,0.95185575,0.65000934,0.49123734,0.06222222,0.11163271,0.68448276,5.0
19,Cu60Hf20Ti20,740.0,767.0,1211.0,4.0,41,0.611065235,27,0.63336086,1.64755172,2.87912913,0.39313173,0.65565648,1.62845011,0.38060322,0.20621257,0.40141557,0.94345132,0.64626732,0.49474773,0.05732484,0.10135135,0.67795211,4.0
20,Cu60Hf17.5Ti22.5,732.0,755.0,1229.0,3.0,41,0.595606184,23,0.61432059,1.62702695,2.45980879,0.38500765,0.63303499,1.51911469,0.36312922,0.22297855,0.39213710,0.90567733,0.62606976,0.51137782,0.04627767,0.07493457,0.65174939,3.0
21,Cu42Zr42Ag8Al8,715.0,779.0,1218.0,10.0,19,0.587027915,64,0.63957307,1.67653840,2.89011057,0.40300052,0.69211823,1.54870775,0.41569684,0.17806067,0.42213320,0.98982425,0.66918453,0.46628345,0.12723658,0.23744169,0.74466338,10.0
22,Cu40Zr44Ag8Al8,711.0,789.0,1180.0,15.0,19,0.602542373,78,0.66864407,1.71224701,3.66938338,0.41723956,0.73474576,1.68230277,0.43927832,0.14915761,0.44032504,1.04308747,0.70140169,0.43764655,0.16631130,0.36275273,0.80084746,15.0
23,Cu38Zr46Ag8Al8,705.0,793.0,1145.0,15.0,19,0.615720524,88,0.69257642,1.74054322,4.51208193,0.42864865,0.76943231,1.80227273,0.45724989,0.12686684,0.45459236,1.08538453,0.72669152,0.41539783,0.20000000,0.50071023,0.84628821,15.0
24,Cu36Zr48Ag8Al8,690.0,791.0,1143.0,15.0,19,0.603674541,101,0.69203850,1.75005135,4.40494254,0.43153301,0.78040245,1.74613687,0.45863310,0.11944937,0.46122027,1.08591957,0.73136101,0.40794850,0.22295806,0.56245158,0.86876640,15.0
25,Cu34Zr50Ag8Al8,695.0,778.0,1147.0,10.0,19,0.605928509,83,0.67829119,1.72535297,3.97110773,0.42236699,0.75065388,1.72123894,0.44714227,0.13870165,0.44727273,1.06074745,0.71261231,0.42721734,0.18362832,0.42365288,0.82301656,10.0
26,Cu46Zr46Al4Ag4,686.0,767.0,1169.0,7.0,21,0.586826347,81,0.65611634,1.70490215,3.25587238,0.41347709,0.72540633,1.58799172,0.43234318,0.15477110,0.43801653,1.02341533,0.69243261,0.44298886,0.16770186,0.34384050,0.79469632,7.0
27,Cu47Zr45Al4Ag4,688.0,770.0,1159.0,10.0,21,0.593615186,82,0.66436583,1.71280123,3.50090206,0.41689226,0.73511648,1.63481953,0.43793054,0.14851461,0.44167963,1.03737186,0.70010869,0.43687943,0.17409766,0.37282334,0.80586713,10.0
28,Cu48Zr44Al4Ag4,692.0,779.0,1156.0,10.0,21,0.598615917,87,0.67387543,1.72433846,3.79280794,0.42153680,0.74913495,1.67887931,0.44500444,0.13940061,0.44754522,1.05406771,0.71029756,0.42784457,0.18750000,0.42358702,0.82439446,10.0
29,Cu49Zr43Al4Ag4,694.0,780.0,1158.0,10.0,21,0.599309154,86,0.67357513,1.72322846,3.78852776,0.42116631,0.74784111,1.68103448,0.44460033,0.14028355,0.44685243,1.05337360,0.70956556,0.42873655,0.18534483,0.41770947,0.82210708,10.0
30,Cu50Zr42Al4Ag4,703.0,784.0,1167.0,9.0,21,0.602399314,81,0.67180805,1.71761980,3.75728241,0.41925134,0.74121680,1.68965517,0.44226566,0.14481202,0.44336238,1.04928886,0.70571564,0.43329959,0.17456897,0.38818862,0.81062554,9.0
31,Cu48Zr42Al6Ag4,711.0,800.0,1186.0,12.0,21,0.599494098,89,0.67453626,1.72466991,3.81755215,0.42171850,0.74957841,1.68421053,0.44537961,0.13914536,0.44763343,1.05512036,0.71074410,0.42760069,0.18736842,0.42470268,0.82462057,12.0
32,Cu48Zr44Al6Ag2,704.0,788.0,1168.0,12.0,21,0.602739726,84,0.67465753,1.72205791,3.84177285,0.42094017,0.74657534,1.69827586,0.44473250,0.14126426,0.44580777,1.05463863,0.70933871,0.42975507,0.18103448,0.40952909,0.81849315,12.0
33,Cu47Zr45Al5Ag3,702.0,785.0,1160.0,15.0,21,0.605172414,83,0.67672414,1.72340603,3.91872000,0.42158969,0.74827586,1.71397380,0.44594478,0.14023959,0.44627249,1.05796018,0.71090490,0.42875027,0.18122271,0.41433600,0.81982759,15.0
34,Cu50Zr42Al6Ag2,709.0,802.0,1194.0,9.0,21,0.593802345,93,0.67169179,1.72497301,3.70039827,0.42143983,0.74958124,1.65360825,0.44411205,0.13890065,0.44839679,1.05089610,0.70976244,0.42726887,0.19175258,0.42909855,0.82747069,9.0
35,Cu46Zr44Al4Ag6,692.0,776.0,1175.0,11.0,21,0.588936170,84,0.66042553,1.71032345,3.37304414,0.41564006,0.73191489,1.60662526,0.43561717,0.15045638,0.44079959,1.03104344,0.69718359,0.43872475,0.17391304,0.36512333,0.80340426,11.0
36,Cu46Zr44Al6Ag4,698.0,778.0,1176.0,11.0,21,0.593537415,80,0.66156463,1.70815060,3.42822151,0.41515475,0.72959184,1.62761506,0.43543030,0.15224161,0.43909928,1.03204429,0.69636518,0.44060499,0.16736402,0.35251635,0.79761905,11.0
37,Cu44Zr44Ag6Al6,698.0,790.0,1144.0,10.0,41,0.610139860,92,0.69055944,1.74194502,4.40023620,0.42888165,0.77097902,1.77130045,0.45664608,0.12567243,0.45604964,1.08264792,0.72659556,0.41420595,0.20627803,0.51243257,0.85139860,10.0
38,Cu40Zr40Ag10Al10,710.0,765.0,1273.0,3.0,41,0.557737628,55,0.60094266,1.63520242,2.10471046,0.38577912,0.64414768,1.35879218,0.38687607,0.21201784,0.40235525,0.92178686,0.62963305,0.49907563,0.09769094,0.15131905,0.68735271,3.0
39,Cu43Zr43Ag7Ti7,670.0,714.0,1118.0,5.0,41,0.599284436,44,0.63864043,1.66495608,2.93096265,0.39932886,0.67799642,1.59375000,0.40599252,0.18893463,0.41375546,0.97816266,0.66090909,0.47738732,0.09821429,0.18061955,0.71735242,5.0
40,Cu43Zr43Ag7In7,704.0,748.0,1135.0,5.0,41,0.620264317,44,0.65903084,1.68276432,3.51602802,0.40674279,0.69779736,1.73549884,0.41724164,0.17554297,0.42060542,1.00974198,0.67908785,0.46405007,0.10208817,0.20682518,0.73656388,5.0
41,Cu43Zr40Ag7Ti10,656.0,707.0,1095.0,7.0,41,0.599086758,51,0.64566210,1.67683066,3.08077373,0.40376927,0.69223744,1.61047836,0.41577178,0.17857809,0.42064373,0.99568851,0.67122254,0.46702825,0.11617312,0.22223403,0.73881279,7.0
42,Cu64Zr36,787.0,833.0,1230.0,2.0,41,0.639837398,46,0.67723577,1.69828721,4.15947693,0.41298959,0.71463415,1.88036117,0.42630419,0.16441103,0.42607853,1.03684439,0.69505949,0.45259530,0.10383747,0.22969500,0.75203252,2.0
43,Cu50Zr43Al7,721.0,792.0,1176.0,4.0,34,0.613095238,71,0.67346939,1.71156958,3.87255859,0.41750132,0.73384354,1.74065934,0.44012207,0.15020593,0.43851626,1.04876349,0.70274170,0.43874181,0.15604396,0.34716119,0.79421769,4.0
44,Cu47Zr43Al7Ag3,716.0,795.0,1156.0,5.0,34,0.619377163,79,0.68771626,1.72971236,4.36783020,0.42467949,0.75605536,1.80681818,0.45192181,0.13567167,0.44797540,1.07515370,0.71874823,0.42418496,0.17954545,0.43403596,0.82439446,5.0
45,Cu47Zr43Al7Be3,715.0,798.0,1139.0,6.0,34,0.627743635,83,0.70061457,1.74382755,4.90682055,0.43042071,0.77348551,1.88207547,0.46136508,0.12468469,0.45482705,1.09776445,0.73175366,0.41311026,0.19575472,0.51035853,0.84635645,6.0
46,Cu43Zr43Al7Ag7,710.0,797.0,1125.0,8.0,34,0.631111111,87,0.70844444,1.75364632,5.25979700,0.43433243,0.78577778,1.92048193,0.46744136,0.11699869,0.45993757,1.11181833,0.74027046,0.40537057,0.20963855,0.57415601,0.86311111,8.0
47,Cu43Zr43Al7Be7,710.0,813.0,1126.0,12.0,34,0.630550622,103,0.72202487,1.77562104,5.89196583,0.44281046,0.81349911,1.95432692,0.47843808,0.09988825,0.47240846,1.13643361,0.75724189,0.38826979,0.24759615,0.74646062,0.90497336,12.0
48,Cu50Zr50,686.0,744.0,1237.0,2.0,35,0.554567502,58,0.60145513,1.63911561,2.09992224,0.38689548,0.64834276,1.35027223,0.38952046,0.20857447,0.40484604,0.92516540,0.63252449,0.49545262,0.10526316,0.16370362,0.69523040,2.0
49,Cu48Zr48Ag4,681.0,743.0,1199.0,3.0,35,0.567973311,62,0.61968307,1.65901590,2.43335930,0.39521277,0.67139283,1.43436293,0.40318086,0.19208642,0.41452111,0.95727978,0.65141880,0.47965196,0.11969112,0.20305286,0.72310259,3.0
50,Cu46Zr46Ag8,677.0,745.0,1167.0,4.0,35,0.580119966,68,0.63838903,1.68056310,2.83217470,0.40401302,0.69665810,1.52040816,0.41763069,0.17445151,0.42520921,0.99072388,0.67139513,0.46247870,0.13877551,0.25850722,0.75492716,4.0
51,Cu45Zr45Ag10,683.0,756.0,1142.0,6.0,35,0.598073555,73,0.66199650,1.70495496,3.46551585,0.41424658,0.72591944,1.64705882,0.43439779,0.15494600,0.43677555,1.03144601,0.69463440,0.44338257,0.15904139,0.33463314,0.78984238,6.0
52,Cu44Zr44Ag12,684.0,764.0,1156.0,4.0,35,0.591695502,80,0.66089965,1.70865457,3.40077051,0.41521739,0.73010381,1.61864407,0.43533854,0.15180970,0.43958333,1.03126992,0.69640754,0.44013757,0.16949153,0.35610162,0.79930796,4.0
53,Cu42Zr42Ag16,685.0,757.0,1232.0,2.0,35,0.556006494,72,0.61444805,1.66111598,2.29826039,0.39488785,0.67288961,1.38391225,0.40287903,0.19022939,0.41679236,0.95185742,0.65111878,0.47719041,0.13162706,0.21859280,0.73133117,2.0
54,Cu45Zr45Ag7Al3,688.0,768.0,1137.0,7.0,35,0.605101143,80,0.67546174,1.72138021,3.88058255,0.42082192,0.74582234,1.71046771,0.44483064,0.14186073,0.44514436,1.05556869,0.70926781,0.43037092,0.17817372,0.40422735,0.81618294,7.0
55,Cu45Zr45Ag5Al5,697.0,783.0,1129.0,9.0,35,0.617360496,86,0.69353410,1.74074644,4.55871396,0.42880613,0.76970771,1.81250000,0.45770940,0.12674872,0.45449791,1.08683381,0.72719447,0.41527334,0.19907407,0.50070166,0.84588131,9.0
56,Cu45Zr45Ag3Al7,708.0,786.0,1164.0,8.0,35,0.608247423,78,0.67525773,1.71841691,3.89468380,0.41987179,0.74226804,1.72368421,0.44370574,0.14435310,0.44307692,1.05424300,0.70748406,0.43288073,0.17105263,0.38649534,0.80927835,8.0
57,Cu45Zr35Ag10Hf10,690.0,769.0,1171.0,4.0,35,0.589239966,79,0.65670367,1.70373272,3.28339645,0.41321870,0.72416738,1.59875260,0.43221263,0.15573237,0.43711340,1.02389331,0.69197079,0.44400767,0.16424116,0.33730601,0.79163108,4.0
58,Cu45Zr25Ag10Hf20,698.0,783.0,1218.0,3.0,35,0.573070608,85,0.64285714,1.69484711,2.88827586,0.40866388,0.71264368,1.50576923,0.42407602,0.16284191,0.43378311,1.00169232,0.68162744,0.45061962,0.16346154,0.31354208,0.78243021,3.0
59,Cu45Zr15Ag10Hf30,712.0,799.0,1275.0,2.0,35,0.558431373,87,0.62666667,1.68062238,2.51080432,0.40211374,0.69490196,1.41918295,0.41344374,0.17445561,0.42719383,0.97469815,0.66731748,0.46155130,0.15452931,0.27339171,0.76313725,2.0
60,Cu45Zr5Ag10Hf40,720.0,814.0,1321.0,2.0,35,0.545041635,94,0.61619985,1.67559719,2.28003221,0.39882411,0.68735806,1.35440932,0.40736941,0.17898438,0.42529274,0.95799783,0.66052075,0.46525809,0.15640599,0.26329610,0.75851628,2.0
61,Cu36Zr48Ag8Al8,690.0,791.0,1143.0,25.0,36,0.603674541,101,0.69203850,1.75005135,4.40494254,0.43153301,0.78040245,1.74613687,0.45863310,0.11944937,0.46122027,1.08591957,0.73136101,0.40794850,0.22295806,0.56245158,0.86876640,25.0
62,Cu34Pd2Zr48Ag8Al8,699.0,794.0,1140.0,30.0,36,0.613157895,95,0.69649123,1.74906634,4.63602192,0.43175639,0.77982456,1.80045351,0.46092107,0.12015689,0.45966908,1.09292551,0.73280525,0.40869273,0.21541950,0.55468776,0.86315789,30.0
63,Cu32Pd4Zr48Ag8Al8,705.0,795.0,1153.0,20.0,36,0.611448395,90,0.68950564,1.73910797,4.37310789,0.42787944,0.76756288,1.77455357,0.45553887,0.12791194,0.45431211,1.08051210,0.72465594,0.41644753,0.20089286,0.49506882,0.84562012,20.0
64,Cu30Pd6Zr48Ag8Al8,709.0,796.0,1155.0,15.0,36,0.613852814,87,0.68917749,1.73656085,4.37895423,0.42703863,0.76450216,1.78475336,0.45475040,0.12997390,0.45258842,1.07943265,0.72314930,0.41850905,0.19506726,0.47860429,0.83982684,15.0
65,Cu28Pd8Zr48Ag8Al8,713.0,798.0,1161.0,15.0,36,0.614125754,85,0.68733850,1.73334034,4.31796553,0.42582711,0.76055125,1.78125000,0.45307741,0.13254454,0.45074017,1.07590557,0.72064204,0.42107928,0.18973214,0.45993367,0.83376400,15.0
66,Cu26Pd10Zr48Ag8Al8,720.0,802.0,1165.0,15.0,36,0.618025751,82,0.68841202,1.73191464,4.38221433,0.42546419,0.75879828,1.80224719,0.45298457,0.13382988,0.44941535,1.07692597,0.72027014,0.42235119,0.18426966,0.44805683,0.82918455,15.0
67,Cu49Hf42Al9,780.0,847.0,1226.0,8.0,38,0.636215334,67,0.69086460,1.72211277,4.59938318,0.42223330,0.74551387,1.89910314,0.44788168,0.14323029,0.44090690,1.07397265,0.71531805,0.43150087,0.15022422,0.36382370,0.80016313,8.0
68,Cu50Hf42.5Al7.5,780.0,846.0,1218.0,7.0,38,0.640394089,66,0.69458128,1.72500947,4.76847034,0.42342342,0.74876847,1.93150685,0.44985502,0.14120503,0.44186047,1.07969460,0.71840827,0.42937498,0.15068493,0.37200832,0.80295567,7.0
69,(Cu0.6Hf0.25Ti0.15)98Nb2,746.0,792.0,1184.0,4.0,41,0.630067568,46,0.66891892,1.69172977,3.84496043,0.41036269,0.70777027,1.80821918,0.42301897,0.16886220,0.42408907,1.02544743,0.68814838,0.45725183,0.10502283,0.22331841,0.74662162,4.0
70,(Cu0.6Hf0.25Ti0.15)96Nb4,747.0,789.0,1188.0,4.0,41,0.628787879,42,0.66414141,1.68501278,3.70213127,0.40775194,0.69949495,1.78911565,0.41662369,0.17467504,0.42033384,1.01367955,0.68201982,0.46308508,0.09523810,0.19707163,0.73484848,4.0
71,(Cu0.6Hf0.25Ti0.15)94Nb6,745.0,785.0,1190.0,4.0,41,0.626050420,40,0.65966387,1.67974170,3.56546258,0.40568475,0.69327731,1.76404494,0.41208380,0.17901875,0.41772152,1.00432580,0.67700583,0.46746734,0.08988764,0.18167962,0.72689076,4.0
72,(Cu0.6Hf0.25Ti0.15)92Nb8,745.0,783.0,1198.0,2.5,41,0.621869783,38,0.65358932,1.67287649,3.38705182,0.40298507,0.68530885,1.72847682,0.40634055,0.18461333,0.41443715,0.99211754,0.67040107,0.47310734,0.08388521,0.16437799,0.71702838,2.5
73,Cu46Zr45Al7Y2,693.0,770.0,1143.0,8.0,41,0.606299213,77,0.67366579,1.71741032,3.83536143,0.41938998,0.74103237,1.71111111,0.44282316,0.14509804,0.44276006,1.05174112,0.70629921,0.43361599,0.17111111,0.38353614,0.80839895,8.0
74,Cu46Zr42Al7Y5,672.0,772.0,1113.0,10.0,41,0.603773585,100,0.69362084,1.75258311,4.46146834,0.43249300,0.78346810,1.75056689,0.45979083,0.11752514,0.46259947,1.08864725,0.73330726,0.40602510,0.22675737,0.57791041,0.87331536,10.0
75,Cu49Hf42Al9,778.0,863.0,1249.0,10.0,41,0.622898319,85,0.69095276,1.73215282,4.50625520,0.42575234,0.75900721,1.83227176,0.45385172,0.13386947,0.44886364,1.08038388,0.72139195,0.42235382,0.18046709,0.44383742,0.82706165,10.0
76,Cu45Zr48Al7,708.0,766.0,1186.0,5.0,41,0.596964587,58,0.64586847,1.67888549,3.07442177,0.40443506,0.69477234,1.60251046,0.41741112,0.17665791,0.42213115,0.99769314,0.67268260,0.46507846,0.12133891,0.23278912,0.74367622,5.0
77,Cu47Ti33Zr11Ni8Si1,720.0,757.0,1157.0,4.0,41,0.622299049,37,0.65427831,1.67368794,3.40650000,0.40330314,0.68625756,1.73226545,0.40705532,0.18394118,0.41483804,0.99357705,0.67117620,0.47243128,0.08466819,0.16650000,0.71823682,4.0
78,Cu47Ti33Zr9Nb2Ni8Si1,728.0,762.0,1159.0,5.0,41,0.628127696,34,0.65746333,1.67483099,3.51969748,0.40381558,0.68679896,1.76798144,0.40528884,0.18378545,0.41436752,0.99432698,0.67274712,0.47220543,0.07888631,0.15704687,0.71613460,5.0
79,Cu47Ti33Zr7Nb4Ni8Si1,713.0,739.0,1172.0,5.0,41,0.608361775,26,0.63054608,1.64482741,2.81033554,0.39204244,0.65273038,1.61002179,0.37888840,0.20831865,0.40031397,0.93892550,0.64354445,0.49684672,0.05664488,0.09887513,0.67491468,5.0
80,Cu47Ti33Zr5Nb6Ni8Si1,712.0,739.0,1187.0,2.0,41,0.599831508,27,0.62257793,1.63775286,2.62161193,0.38915219,0.64532435,1.55578947,0.37567272,0.21359579,0.39771547,0.92811109,0.63636737,0.50205529,0.05684211,0.09578284,0.66807077,2.0
81,Cu47Ti33Zr3Nb8Ni8Si1,708.0,731.0,1228.0,1.0,41,0.576547231,23,0.59527687,1.60903311,2.09525969,0.37758264,0.61400651,1.40576923,0.35318904,0.23713129,0.38489025,0.87720798,0.60801098,0.52503838,0.04423077,0.06592472,0.63273616,1.0
82,Cu47Ti33Nb11Ni8Si1,710.0,732.0,1265.0,0.5,41,0.561264822,22,0.57865613,1.59225074,1.82942669,0.37063291,0.59604743,1.31891892,0.34151071,0.25095801,0.37756635,0.84873266,0.59131947,0.53820318,0.03963964,0.05498277,0.61343874,0.5
83,Cu57Zr36Ag7,712.0,755.0,1156.0,4.0,41,0.615916955,43,0.65311419,1.67631021,3.34301404,0.40417559,0.69031142,1.70045045,0.41229067,0.18073372,0.41758242,0.99863194,0.67287060,0.46926408,0.09684685,0.19039683,0.72750865,4.0
84,Cu54Zr36Ag10Ti5,719.0,759.0,1146.0,6.0,41,0.627399651,40,0.66230366,1.68303247,3.64375138,0.40697051,0.69720768,1.77751756,0.41507504,0.17625350,0.41942257,1.01020879,0.68010057,0.46468396,0.09367681,0.19202906,0.73211169,6.0
85,Cu49Zr36Ag10Ti5,691.0,737.0,1130.0,8.0,41,0.611504425,46,0.65221239,1.67807461,3.29731497,0.40472268,0.69292035,1.67881549,0.41507695,0.17866113,0.41938939,1.00100080,0.67391962,0.46719678,0.10478360,0.20580256,0.73362832,8.0
86,Cu50Zr42.5Ti7.5,677.0,717.0,1152.0,5.0,41,0.587673611,40,0.62239583,1.64675781,2.56524772,0.39201750,0.65711806,1.50947368,0.39215395,0.20391675,0.40502943,0.94747230,0.64346162,0.49215537,0.08421053,0.14311005,0.69184028,5.0
87,(Cu0.5Zr0.425Ti0.075)99Sn1,683.0,730.0,1140.0,6.0,41,0.599122807,47,0.64035088,1.66793686,2.96603212,0.40043884,0.68157895,1.59737418,0.40860501,0.18630212,0.41550802,0.98270544,0.66350637,0.47475274,0.10284464,0.19096371,0.72280702,6.0
88,(Cu0.5Zr0.425Ti0.075)99Si1,683.0,731.0,1141.0,6.0,41,0.598597721,48,0.64066608,1.66887591,2.97009518,0.40076754,0.68273444,1.59606987,0.40947783,0.18543302,0.41613248,0.98398331,0.66426120,0.47387674,0.10480349,0.19502677,0.72480280,6.0
89,(Cu0.5Zr0.425Ti0.075)98.8Sn0.6Si0.6,682.0,734.0,1141.0,7.0,41,0.597721297,52,0.64329535,1.67396763,3.02198021,0.40263302,0.68886941,1.59912854,0.41367192,0.18093809,0.41920000,0.99113373,0.66856598,0.46936970,0.11328976,0.21409124,0.73444347,7.0
90,Mg80Ni10Nd10,454.0,471.0,878.0,0.6,41,0.517084282,17,0.53644647,1.55452922,1.29088615,0.35360360,0.55580866,1.11084906,0.32326341,0.28222490,0.36174944,0.79056484,0.55317770,0.56614944,0.04009434,0.04659249,0.57517084,0.6
91,Mg70Ni15Nd15[24],467.0,489.0,844.0,1.5,41,0.553317536,22,0.57938389,1.60042674,1.81204523,0.37299771,0.60545024,1.29708223,0.35746092,0.24257697,0.38334584,0.86857252,0.59830731,0.52938135,0.05835544,0.08152351,0.63151659,1.5
92,Mg75Ni15Nd10[24],450.0,470.0,790.0,2.8,41,0.569620253,20,0.59493671,1.61406470,2.06542969,0.37903226,0.62025316,1.38235294,0.36494156,0.23164036,0.38888889,0.89110415,0.61217344,0.51927738,0.05882353,0.08789063,0.64556962,2.8
93,Mg65Cu25Er10[24],422.0,480.0,766.0,3.0,41,0.550913838,58,0.62663185,1.68835460,2.47640471,0.40404040,0.70234987,1.39534884,0.41479566,0.16872896,0.43178170,0.97585091,0.67174717,0.45538679,0.16860465,0.29923224,0.77806789,3.0
94,Mg65Ni20Nd15[24],459.0,501.0,805.0,3.5,41,0.570186335,42,0.62236025,1.66168960,2.48830289,0.39636076,0.67453416,1.44797688,0.40504403,0.18990184,0.41577335,0.96184693,0.65401867,0.47756279,0.12138728,0.20860024,0.72670807,3.5
95,Mg65Cu15Ag10Er10[24],427.0,465.0,733.0,6.0,41,0.582537517,38,0.63437926,1.67153049,2.76446592,0.40086207,0.68622101,1.51960784,0.41217512,0.18207267,0.41986644,0.98104642,0.66425795,0.47017379,0.12418301,0.22591334,0.73806276,6.0
96,Mg65Cu7.5Ni7.5Zn5Ag5Y10[24],426.0,464.0,717.0,9.0,41,0.594142259,38,0.64714086,1.68334414,3.08806574,0.40594926,0.70013947,1.59450172,0.42052704,0.17269662,0.42506351,1.00229901,0.67603881,0.46107094,0.13058419,0.25290194,0.75313808,9.0
97,Mg65Cu25Y10[24],413.0,473.0,760.0,4.0,41,0.543421053,60,0.62236842,1.68869950,2.37163253,0.40323956,0.70131579,1.36311239,0.41241194,0.16897278,0.43227899,0.96905028,0.67027095,0.45513391,0.17291066,0.30084134,0.78026316,4.0
98,Mg65Cu25Gd10[24],423.0,484.0,740.0,8.0,41,0.571621622,61,0.65405405,1.71582966,3.12396240,0.41616509,0.73648649,1.52681388,0.43335533,0.14653788,0.44526144,1.02203910,0.69765468,0.43425800,0.19242902,0.39372253,0.81891892,8.0
99,Mg65Cu25Dy10[24],422.0,492.0,750.0,3.0,41,0.562666667,70,0.65600000,1.72854344,3.11916351,0.41979522,0.74933333,1.50000000,0.43519162,0.13758706,0.45249597,1.02542431,0.70494309,0.42490306,0.21341463,0.44378343,0.84266667,3.0
